"","CAG","Kingdom","Phylum","Class","Order","Family","Genus","Specie"
"67","GCA_000177075|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_buccalis"
"68","GCA_000157935|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_copri"
"69","GCA_900454955|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_disiens"
"70","GCA_002265625|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_885"
"71","GCA_000431215|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_1031"
"72","GCA_000436915|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_1092"
"73","GCA_000436695|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_1185"
"74","GCA_000435635|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_1320"
"75","GCA_000437795|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_279"
"76","GCA_000437495|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_485"
"77","GCA_000434455|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_5226"
"78","GCA_000438115|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_617"
"79","GCA_000437675|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_891"
"80","GCA_000431975|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_sp_CAG_924"
"81","GCA_000235885|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Prevotellaceae|g","Prevotella|s","Prevotella_stercorea"
"82","GCA_001405655|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_finegoldii"
"83","GCA_000231275|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_indistinctus"
"84","GCA_000786575|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_inops"
"85","GCA_002159215|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_onderdonkii"
"86","GCA_001915335|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_putredinis"
"87","GCA_004558275|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_shahii"
"88","GCA_002159425|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_sp_An31A"
"89","GCA_002161445|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_sp_An66"
"90","GCA_900107675|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Rikenellaceae|g","Alistipes|s","Alistipes_timonensis"
"91","GCA_001405935|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Tannerellaceae|g","Parabacteroides|s","Parabacteroides_distasonis"
"92","GCA_000969835|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Tannerellaceae|g","Parabacteroides|s","Parabacteroides_goldsteinii"
"93","GCA_000156495|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Tannerellaceae|g","Parabacteroides|s","Parabacteroides_johnsonii"
"94","GCA_003503315|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Tannerellaceae|g","Parabacteroides|s","Parabacteroides_merdae"
"95","GCA_000436495|k","Bacteria|p","Bacteroidetes|c","Bacteroidia|o","Bacteroidales|f","Tannerellaceae|g","Parabacteroides|s","Parabacteroides_sp_CAG_409"
"96","GCA_001052115|k","Bacteria|p","Firmicutes|c","Bacilli|o","Bacillales|f","Bacillales_unclassified|g","Gemella|s","Gemella_sanguinis"
"97","GCA_000350465|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Enterococcaceae|g","Enterococcus|s","Enterococcus_durans"
"98","GCA_000394195|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Enterococcaceae|g","Enterococcus|s","Enterococcus_faecalis"
"99","GCA_002750945|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Enterococcaceae|g","Enterococcus|s","Enterococcus_faecium"
"100","GCA_002224425|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Lactobacillaceae|g","Lactobacillus|s","Lactobacillus_curvatus"
"101","GCA_000248095|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Lactobacillaceae|g","Lactobacillus|s","Lactobacillus_mucosae"
"102","GCA_001916455|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Lactobacillaceae|g","Lactobacillus|s","Lactobacillus_rogosae"
"103","GCA_001008755|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Lactobacillaceae|g","Lactobacillus|s","Lactobacillus_ruminis"
"104","GCA_000478625|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Lactobacillaceae|g","Lactobacillus|s","Lactobacillus_sakei"
"105","GCA_000284735|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Lactococcus|s","Lactococcus_lactis"
"106","GCA_900476055|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_australis"
"107","GCA_900459415|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_infantis"
"108","GCA_000257805|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_mitis"
"109","GCA_000340095|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_mutans"
"110","GCA_002860845|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_parasanguinis"
"111","GCA_000963265|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_salivarius"
"112","GCA_000192185|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_sanguinis"
"113","GCA_001587175|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_sp_A12"
"114","GCA_002843115|k","Bacteria|p","Firmicutes|c","Bacilli|o","Lactobacillales|f","Streptococcaceae|g","Streptococcus|s","Streptococcus_thermophilus"
"115","GCA_001571425|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Christensenellaceae|g","Christensenella|s","Christensenella_minuta"
"116","GCA_002160355|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Butyricicoccus|s","Butyricicoccus_pullicaecorum"
"117","GCA_001404355|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_disporicum"
"118","GCA_900447045|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_paraputrificum"
"119","GCA_002012325|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_perfringens"
"120","GCA_000433735|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_167"
"121","GCA_000435455|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_242"
"122","GCA_000436755|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_253"
"123","GCA_000431775|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_413"
"124","GCA_000434615|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_510"
"125","GCA_000435795|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_58"
"126","GCA_000431135|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_590"
"127","GCA_000435335|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Clostridium|s","Clostridium_sp_CAG_964"
"128","GCA_001405675|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiaceae|g","Hungatella|s","Hungatella_hathewayi"
"129","GCA_002998925|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiales_Family_XIII_Incertae_Sedis|g","Mogibacterium|s","Mogibacterium_diversum"
"130","GCA_000155855|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiales_unclassified|g","Clostridiales_unclassified|s","Bacteroides_pectinophilus"
"131","GCA_003096335|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiales_unclassified|g","Intestinimonas|s","Intestinimonas_butyriciproducens"
"132","GCA_003112755|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiales_unclassified|g","Lawsonibacter|s","Lawsonibacter_asaccharolyticus"
"133","GCA_002874775|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Clostridiales_unclassified|g","Monoglobus|s","Monoglobus_pectinilyticus"
"134","GCA_000146185|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_eligens"
"135","GCA_900209925|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_hallii"
"136","GCA_900102225|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_pyruvativorans"
"137","GCA_001406295|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_ramulus"
"138","GCA_000432435|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_sp_CAG_180"
"139","GCA_000436835|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_sp_CAG_251"
"140","GCA_000432155|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_sp_CAG_274"
"141","GCA_000437735|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_sp_CAG_38"
"142","GCA_003438075|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_sp_OM08_24"
"143","GCA_000153885|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Eubacteriaceae|g","Eubacterium|s","Eubacterium_ventriosum"
"144","GCA_000210695|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Anaerostipes|s","Anaerostipes_hadrus"
"145","GCA_900142265|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Anaerotignum|s","Anaerotignum_lactatifermentans"
"146","GCA_002222595|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Blautia_hansenii"
"147","GCA_001404935|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Blautia_hydrogenotrophica"
"148","GCA_000153905|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Blautia_obeum"
"149","GCA_002915535|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Blautia_producta"
"150","GCA_000433815|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Blautia_sp_CAG_257"
"151","GCA_001404735|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Blautia_wexlerae"
"152","GCA_002865405|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Ruminococcus_gnavus"
"153","GCA_001406755|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Blautia|s","Ruminococcus_torques"
"154","GCA_000156015|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Butyrivibrio|s","Butyrivibrio_crossotus"
"155","GCA_003434235|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Coprococcus|s","Coprococcus_catus"
"156","GCA_001404595|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Coprococcus|s","Coprococcus_comes"
"157","GCA_001404315|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Coprococcus|s","Coprococcus_eutactus"
"158","GCA_000225745|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Dorea|s","Dorea_formicigenerans"
"159","GCA_001404635|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Dorea|s","Dorea_longicatena"
"160","GCA_003435265|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Eisenbergiella|s","Eisenbergiella_massiliensis"
"161","GCA_001722655|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Eisenbergiella|s","Eisenbergiella_tayi"
"162","GCA_001405555|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Fusicatenibacter|s","Fusicatenibacter_saccharivorans"
"163","GCA_000371705|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnoclostridium|s","Clostridium_bolteae"
"164","GCA_900115855|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnoclostridium|s","Clostridium_citroniae"
